t_ps,event,calib,p_valid,p_ready,p_data,ld_st,ld_name,ld_busy,ld_out,ui_st,ui_name,ui_out,ui_busy,p_en,p_rdy,p_wren,p_wdf_rdy,app_en,app_rdy,app_wdf_wren,app_wdf_rdy,app_rdv,mux_g,qsc,debug_clear,load_ack,load_reject,reason,agen,ack_d,st_valid_ui
4549095000.0 ps,P_FIRE,1,1,1,00200003,0,IDLE,0,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,00,ffffffff,0,0
4549107000.0 ps,LD_ST,1,0,1,00200003,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4589103000.0 ps,P_FIRE,1,1,1,00000001,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4629099000.0 ps,P_FIRE,1,1,1,00000000,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4669095000.0 ps,P_FIRE,1,1,1,00000010,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4709103000.0 ps,P_FIRE,1,1,1,785bb750,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4749099000.0 ps,P_FIRE,1,1,1,a11ce001,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4789095000.0 ps,P_FIRE,1,1,1,5e4714e1,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4829103000.0 ps,P_FIRE,1,1,1,c0ffee01,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4869099000.0 ps,P_FIRE,1,1,1,ab1e0001,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4869111000.0 ps,LD_ST,1,0,0,ab1e0001,12,CRC_WAIT,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4869123000.0 ps,LD_ST,1,0,0,ab1e0001,2,DEC,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4869135000.0 ps,LD_ST,1,0,0,ab1e0001,11,WR_WAIT,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4869147000.0 ps,LD_ST,1,0,0,ab1e0001,3,WRITE,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4869159000.0 ps,UI_ST,1,0,0,ab1e0001,11,WR_WAIT,1,1,1,WR,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4869171000.0 ps,LD_ST,1,0,0,ab1e0001,3,WRITE,1,1,1,WR,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,00,ffffffff,0,0
4869183000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,2,RD,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4869195000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4869483000.0 ps,APP_RDV,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,00,ffffffff,0,0
4869495000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,4,HOLD,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4869507000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,5,RSP,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4869519000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,0,0,IDLE,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4869531000.0 ps,UI_ST,1,0,0,ab1e0001,11,WR_WAIT,1,1,1,WR,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4869543000.0 ps,LD_ST,1,0,0,ab1e0001,3,WRITE,1,1,1,WR,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,00,ffffffff,0,0
4869555000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,2,RD,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4869567000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4869855000.0 ps,APP_RDV,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,00,ffffffff,0,0
4869867000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,4,HOLD,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4869879000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,5,RSP,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4869891000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,0,0,IDLE,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4869903000.0 ps,UI_ST,1,0,0,ab1e0001,11,WR_WAIT,1,1,1,WR,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4869915000.0 ps,LD_ST,1,0,0,ab1e0001,3,WRITE,1,1,1,WR,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,00,ffffffff,0,0
4869927000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,2,RD,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4869939000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4870227000.0 ps,APP_RDV,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,00,ffffffff,0,0
4870239000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,4,HOLD,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4870251000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,5,RSP,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4870263000.0 ps,UI_ST,1,0,0,ab1e0001,3,WRITE,1,0,0,IDLE,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4870275000.0 ps,UI_ST,1,0,1,ab1e0001,0,IDLE,0,1,1,WR,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4870287000.0 ps,MUX_G,1,0,1,ab1e0001,0,IDLE,0,1,1,WR,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,00,ffffffff,0,0
4870299000.0 ps,UI_ST,1,0,1,ab1e0001,0,IDLE,0,1,2,RD,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4870311000.0 ps,UI_ST,1,0,1,ab1e0001,0,IDLE,0,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4870599000.0 ps,APP_RDV,1,0,1,ab1e0001,0,IDLE,0,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,00,ffffffff,0,0
4870611000.0 ps,UI_ST,1,0,1,ab1e0001,0,IDLE,0,1,4,HOLD,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4870623000.0 ps,UI_ST,1,0,1,ab1e0001,0,IDLE,0,1,5,RSP,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4870635000.0 ps,UI_ST,1,0,1,ab1e0001,0,IDLE,0,0,0,IDLE,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,00,ffffffff,0,0
4870647000.0 ps,MUX_G,1,0,1,ab1e0001,0,IDLE,0,0,0,IDLE,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,00,ffffffff,0,0
4909095000.0 ps,P_FIRE,1,1,1,00000004,0,IDLE,0,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,00,ffffffff,0,0
4909107000.0 ps,LD_ST,1,0,0,00000004,4,DRAIN,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4909119000.0 ps,LD_ST,1,0,0,00000004,5,RD_ISSUE,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4909131000.0 ps,UI_ST,1,0,0,00000004,6,RD_WAIT,1,0,2,RD,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4909143000.0 ps,MUX_G,1,0,0,00000004,6,RD_WAIT,1,0,2,RD,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4909155000.0 ps,UI_ST,1,0,0,00000004,6,RD_WAIT,1,0,3,WAIT,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4909407000.0 ps,APP_RDV,1,0,0,00000004,6,RD_WAIT,1,0,3,WAIT,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,00,ffffffff,0,0
4909419000.0 ps,UI_ST,1,0,0,00000004,6,RD_WAIT,1,0,5,RSP,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4909431000.0 ps,UI_ST,1,0,0,00000004,7,COMMIT,1,0,0,IDLE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4909443000.0 ps,LOAD_ACK_RISE,1,0,0,00000004,8,OK,0,0,0,IDLE,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,00,0000ffff,0,0
4909455000.0 ps,ST_VALID_UI_RISE,1,0,1,00000004,0,IDLE,0,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,00,0000ffff,1,1
