t_ps,event,calib,p_valid,p_ready,p_data,ld_st,ld_name,ld_busy,ld_out,ui_st,ui_name,ui_out,ui_busy,p_en,p_rdy,p_wren,p_wdf_rdy,app_en,app_rdy,app_wdf_wren,app_wdf_rdy,app_rdv,mux_g,qsc,debug_clear,load_ack,load_reject,reason,agen,ack_d,st_valid_ui
4386431000,LD_ST,1,0,1,00000000,0,IDLE,0,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,00,ffffffff,0,0
4426394000,P_FIRE,1,1,1,00200003,0,IDLE,0,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,00,ffffffff,0,0
4426406000,LD_ST,1,0,1,00200003,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4466394000,P_FIRE,1,1,1,00000001,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4506394000,P_FIRE,1,1,1,00000000,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4546394000,P_FIRE,1,1,1,00000010,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4586394000,P_FIRE,1,1,1,785bb750,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4626394000,P_FIRE,1,1,1,a11ce001,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4666394000,P_FIRE,1,1,1,5e4714e1,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4706394000,P_FIRE,1,1,1,c0ffee01,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4746394000,P_FIRE,1,1,1,ab1e0001,1,RX,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4746406000,LD_ST,1,0,0,ab1e0001,12,CRC_WAIT,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4746419000,LD_ST,1,0,0,ab1e0001,2,DEC,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4746431000,LD_ST,1,0,0,ab1e0001,11,WR_WAIT,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4746444000,LD_ST,1,0,0,ab1e0001,3,WRITE,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4746456000,UI_ST,1,0,0,ab1e0001,11,WR_WAIT,1,1,1,WR,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4746469000,LD_ST,1,0,0,ab1e0001,3,WRITE,1,1,1,WR,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,00,ffffffff,0,0
4746481000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,2,RD,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746494000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746531000,APP_RDV,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,00,ffffffff,0,0
4746544000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,4,HOLD,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746556000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,5,RSP,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746569000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,0,0,IDLE,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746581000,UI_ST,1,0,0,ab1e0001,11,WR_WAIT,1,1,1,WR,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4746594000,LD_ST,1,0,0,ab1e0001,3,WRITE,1,1,1,WR,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,00,ffffffff,0,0
4746606000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,2,RD,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746619000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746656000,APP_RDV,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,00,ffffffff,0,0
4746669000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,4,HOLD,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746681000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,5,RSP,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746694000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,0,0,IDLE,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746706000,UI_ST,1,0,0,ab1e0001,11,WR_WAIT,1,1,1,WR,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4746719000,LD_ST,1,0,0,ab1e0001,3,WRITE,1,1,1,WR,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,00,ffffffff,0,0
4746731000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,2,RD,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746744000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746781000,APP_RDV,1,0,0,ab1e0001,3,WRITE,1,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,00,ffffffff,0,0
4746794000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,4,HOLD,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746806000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,1,5,RSP,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746819000,UI_ST,1,0,0,ab1e0001,3,WRITE,1,0,0,IDLE,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746831000,UI_ST,1,0,1,ab1e0001,0,IDLE,0,1,1,WR,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4746844000,MUX_G,1,0,1,ab1e0001,0,IDLE,0,1,1,WR,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,00,ffffffff,0,0
4746856000,UI_ST,1,0,1,ab1e0001,0,IDLE,0,1,2,RD,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746869000,UI_ST,1,0,1,ab1e0001,0,IDLE,0,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746906000,APP_RDV,1,0,1,ab1e0001,0,IDLE,0,1,3,WAIT,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,00,ffffffff,0,0
4746919000,UI_ST,1,0,1,ab1e0001,0,IDLE,0,1,4,HOLD,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746931000,UI_ST,1,0,1,ab1e0001,0,IDLE,0,1,5,RSP,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4746944000,UI_ST,1,0,1,ab1e0001,0,IDLE,0,0,0,IDLE,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,00,ffffffff,0,0
4746956000,MUX_G,1,0,1,ab1e0001,0,IDLE,0,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,00,ffffffff,0,0
4786394000,P_FIRE,1,1,1,00000004,0,IDLE,0,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,00,ffffffff,0,0
4786406000,LD_ST,1,0,0,00000004,4,DRAIN,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4786419000,LD_ST,1,0,0,00000004,5,RD_ISSUE,1,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4786431000,UI_ST,1,0,0,00000004,6,RD_WAIT,1,0,2,RD,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,00,ffffffff,0,0
4786444000,MUX_G,1,0,0,00000004,6,RD_WAIT,1,0,2,RD,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4786456000,UI_ST,1,0,0,00000004,6,RD_WAIT,1,0,3,WAIT,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4786494000,APP_RDV,1,0,0,00000004,6,RD_WAIT,1,0,3,WAIT,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,00,ffffffff,0,0
4786506000,UI_ST,1,0,0,00000004,6,RD_WAIT,1,0,5,RSP,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4786519000,UI_ST,1,0,0,00000004,7,COMMIT,1,0,0,IDLE,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,00,ffffffff,0,0
4786531000,LOAD_ACK_RISE,1,0,0,00000004,8,OK,0,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,00,0000ffff,0,0
4786544000,ST_VALID_UI_RISE,1,0,1,00000004,0,IDLE,0,0,0,IDLE,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,00,0000ffff,1,1
